Date,Open,High,Low,Close,AdjClose,Volume
1992-02-14,2.0278313159942627,2.034682035446167,2.0004281997680664,2.0278313159942627,1.0613141059875488,1218800
1992-02-18,2.0278313159942627,2.096338987350464,2.014129638671875,2.0826375484466553,1.0899983644485474,1842800
1992-02-19,2.0894882678985596,2.0894882678985596,2.055234432220459,2.055234432220459,1.0756564140319824,1140300
1992-02-20,2.0826375484466553,2.116891384124756,2.0826375484466553,2.116891384124756,1.1079256534576416,2388400
1992-02-21,2.1100406646728516,2.1716976165771484,2.096338987350464,2.144294500350952,1.122267723083496,3623600
1992-02-24,2.137443780899048,2.1991007328033447,2.137443780899048,2.185399293899536,1.1437811851501465,2003400
1992-02-25,2.2128024101257324,2.226503849029541,2.1511452198028564,2.164846897125244,1.1330245733261108,1404900
1992-02-26,2.205951452255249,2.2196531295776367,2.1716976165771484,2.2196531295776367,1.1617087125778198,2724100
1992-02-27,2.2402055263519287,2.288161039352417,2.2402055263519287,2.247056245803833,1.1760505437850952,2417600
1992-02-28,2.2607579231262207,2.267608642578125,2.2128024101257324,2.2539069652557373,1.1796361207962036,3306100
1992-03-02,2.2539069652557373,2.2539069652557373,2.2196531295776367,2.2402055263519287,1.1724653244018555,1114800
1992-03-03,2.2539069652557373,2.2744593620300293,2.247056245803833,2.267608642578125,1.18680739402771,2423000
1992-03-04,2.267608642578125,2.3018624782562256,2.226503849029541,2.2333545684814453,1.1688796281814575,3129200
1992-03-05,2.2196531295776367,2.2402055263519287,2.2128024101257324,2.2402055263519287,1.1724653244018555,841100
1992-03-06,2.2333545684814453,2.2333545684814453,2.205951452255249,2.2196531295776367,1.1617087125778198,965200
1992-03-09,2.205951452255249,2.2196531295776367,2.1785483360290527,2.1922500133514404,1.1473662853240967,1567300
1992-03-10,2.205951452255249,2.205951452255249,2.1922500133514404,2.1922500133514404,1.1473662853240967,1627500
1992-03-11,2.1991007328033447,2.2196531295776367,2.1785483360290527,2.1785483360290527,1.140195608139038,1660300
1992-03-12,2.1922500133514404,2.205951452255249,2.1785483360290527,2.1785483360290527,1.140195608139038,1280800
1992-03-13,2.205951452255249,2.205951452255249,2.164846897125244,2.164846897125244,1.1330245733261108,1251600
1992-03-16,2.1511452198028564,2.164846897125244,2.137443780899048,2.1511452198028564,1.125853419303894,2705800
1992-03-17,2.15799617767334,2.164846897125244,2.144294500350952,2.1511452198028564,1.125853419303894,832000
1992-03-18,2.15799617767334,2.205951452255249,2.15799617767334,2.1922500133514404,1.1473662853240967,1541700
1992-03-19,2.2128024101257324,2.2402055263519287,2.205951452255249,2.2333545684814453,1.1688796281814575,1614700
1992-03-20,2.2402055263519287,2.2607579231262207,2.2402055263519287,2.2402055263519287,1.1724653244018555,1549000
1992-03-23,2.2333545684814453,2.267608642578125,2.226503849029541,2.2539069652557373,1.1796361207962036,890400
1992-03-24,2.267608642578125,2.267608642578125,2.247056245803833,2.2539069652557373,1.1796361207962036,773600
1992-03-25,2.2539069652557373,2.288161039352417,2.2539069652557373,2.288161039352417,1.1975640058517456,1457800
1992-03-26,2.288161039352417,2.288161039352417,2.2607579231262207,2.2607579231262207,1.1832219362258911,2052600
1992-03-27,2.2744593620300293,2.288161039352417,2.267608642578125,2.2744593620300293,1.1903926134109497,1576400
1992-03-30,2.2333545684814453,2.2333545684814453,2.137443780899048,2.137443780899048,1.118682622909546,3742200
1992-03-31,2.144294500350952,2.1922500133514404,2.144294500350952,2.1922500133514404,1.1473662853240967,1237000
1992-04-01,2.1785483360290527,2.1785483360290527,2.116891384124756,2.116891384124756,1.1079256534576416,3703900
1992-04-02,2.12374210357666,2.137443780899048,2.116891384124756,2.12374210357666,1.111511468887329,2215000
1992-04-03,2.12374210357666,2.137443780899048,2.0826375484466553,2.0826375484466553,1.0899983644485474,4663700
1992-04-06,2.0826375484466553,2.1031899452209473,2.0826375484466553,2.096338987350464,1.0971691608428955,1549000
1992-04-07,2.096338987350464,2.096338987350464,2.0826375484466553,2.0826375484466553,1.0899983644485474,1959600
1992-04-08,2.0689358711242676,2.0689358711242676,2.0209803581237793,2.0415327548980713,1.068485140800476,7473600
1992-04-09,2.0415327548980713,2.0620851516723633,2.034682035446167,2.055234432220459,1.0756564140319824,2098300
1992-04-10,2.0689358711242676,2.0894882678985596,2.0689358711242676,2.0894882678985596,1.0935837030410767,749900
